SITENAME|LNG|LAT|METHOD|MODEL|VARS|WEIGHTS|NDIVISIONS|DIRECTION|GROWINGSEASON|ROTATION|PERIOD|ZONES|RESOLUTION|SCENARIO|OUTFILE|THRESHOLD
USA_1400457972176|-8.523|40.626|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[prt,usa]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/USA_1400457972176/|0.0
GLOBAL_1400502866933|10.167|56.212|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[dnk,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400502866933/|0.0
USA_1400506830290|-82.452|27.955|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,usa]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/USA_1400506830290/|0.0
RWA_1400510681175|29.856|-2.086|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|11:2|none|[1960_1990,1960_1990]|[rwa,rwa]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/RWA_1400510681175/|0.0
GLOBAL_1400515401915|-10.682|6.342|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[lbr,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1400515401915/|0.0
GLOBAL_1400519569090|-122.602|45.541|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400519569090/|0.0
GLOBAL_1400554968425|146.866|-36.153|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400554968425/|0.0
GLOBAL_1400554876462|141.9|-34.359|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|4:11|none|[1960_1990,2020_2049]|[aus,global]|[30s,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1400554876462/|0.0
GLOBAL_1400582910059|-76.404|42.077|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400582910059/|0.0
NPL_1400584636440|83.924|28.719|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[npl,npl]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/NPL_1400584636440/|0.0
GLOBAL_1400585743284|-2.965|43.352|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[esp,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400585743284/|0.0
GLOBAL_1400594688998|-0.567|44.829|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[fra,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400594688998/|0.0
FRA_1400594922967|2.355|48.84|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[fra,fra]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/FRA_1400594922967/|0.0
GLOBAL_1400595713107|8.252|47.562|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[che,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400595713107/|0.0
GLOBAL_1400596948501|16.836|-11.903|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[ago,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400596948501/|0.0
GLOBAL_1400599145690|34.355|1.277|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[uga,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400599145690/|0.0
GLOBAL_1400599297992|-61.523|-0.703|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400599297992/|0.0
GLOBAL_1400599345932|-104.951|39.743|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400599345932/|0.0
GLOBAL_1400599563260|-104.951|39.743|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400599563260/|0.6
GLOBAL_1400599816249|-155.478|20.042|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400599816249/|0.0
GLOBAL_1400618255382|-77.144|-0.717|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[ecu,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400618255382/|0.0
GLOBAL_1400621576695|-81.475|41.186|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400621576695/|0.0
GLOBAL_1400640126522|-45.755|-21.955|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[bra,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400640126522/|0.0
GLOBAL_1400661866909|5.332|51.936|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[nld,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400661866909/|0.0
GLOBAL_1400662051533|5.332|51.936|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|tmean|[1960_1990,1960_1990]|[nld,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400662051533/|0.3
GLOBAL_1400700333061|-96.35|30.657|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400700333061/|0.0
GLOBAL_1400700452834|-122.893|42.31|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400700452834/|0.0
ECU_1400701637565|-78.355|-0.244|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[ecu,ecu]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/ECU_1400701637565/|0.0
GLOBAL_1400702377105|105.579|21.166|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400702377105/|0.0
GLOBAL_1400706430466|-69.609|-11.178|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[2_5min,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400706430466/|0.0
AUS_1400715042134|146.426|-36.718|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,aus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/AUS_1400715042134/|0.0
GLOBAL_1400720467943|-73.213|44.221|ccafs|[current,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[usa,global]|[30s,2_5min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1400720467943/|0.0
GLOBAL_1400724244140|-118.564|34.587|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400724244140/|0.0
GLOBAL_1400728111250|126.387|36.692|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400728111250/|0.0
GLOBAL_1400734421078|-114.414|62.171|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|5:9|prec|[2020_2049,2020_2049]|[can,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1400734421078/|0.0
GLOBAL_1400737181718|144.976|-37.768|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400737181718/|0.0
GLOBAL_1400756345164|13.809|52.874|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[deu,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400756345164/|0.0
GLOBAL_1400764550389|18.17|59.313|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[swe,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1400764550389/|0.0
RWA_1400773088887|30.064|-1.576|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|tmean|[2020_2049,1960_1990]|[rwa,rwa]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/RWA_1400773088887/|0.0
GLOBAL_1400773129942|-121.756|37.019|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400773129942/|0.0
RWA_1400773169804|30.064|-1.576|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[rwa,rwa]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/RWA_1400773169804/|0.0
RWA_1400773425818|30.064|-1.576|ccafs|[ensemble,current]|[tmean,prec]|[0.99,0.01]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[rwa,rwa]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/RWA_1400773425818/|0.0
RWA_1400773507869|30.064|-1.576|ccafs|[ensemble,current]|[tmean,prec]|[0.9999,0.0001]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[rwa,rwa]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/RWA_1400773507869/|0.0
GLOBAL_1400781221525|-74.606|-11.35|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[per,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400781221525/|0.0
RWA_1400858166868|19.688|-0.703|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,rwa]|[10min,30s]|[baseline,baseline]|/var/www/analogues/outputs/RWA_1400858166868/|0.0
RWA_1400858551932|19.688|-0.703|ccafs|[current,current]|[tmean,prec]|[0.99999,0.00001]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,rwa]|[10min,30s]|[baseline,baseline]|/var/www/analogues/outputs/RWA_1400858551932/|0.0
RWA_1400859590539|29.977|-1.999|ccafs|[current,current]|[tmean,prec]|[0.9999,0.0001]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[rwa,rwa]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/RWA_1400859590539/|0.0
GLOBAL_1400864381529|24.091|56.946|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[lva,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400864381529/|0.0
RWA_1400864497722|29.386|-2.07|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[rwa,rwa]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/RWA_1400864497722/|0.0
COL_1400864553496|-74.903|5.158|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[col,col]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/COL_1400864553496/|0.0
GLOBAL_1400868722689|-47.461|-17.979|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400868722689/|0.0
BOL_1400875178657|-80.921|8.088|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[pan,bol]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/BOL_1400875178657/|0.0
GLOBAL_1400924169760|34.681|-0.393|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[ken,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1400924169760/|0.0
GLOBAL_1400995407892|152.939|-27.347|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[aus,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400995407892/|0.0
GLOBAL_1400996856216|173.199|-35.039|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1400996856216/|0.0
GLOBAL_1401035954474|-104.634|34.958|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401035954474/|0.0
GLOBAL_1401045813663|81.39|30.1|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401045813663/|0.0
GLOBAL_1401047861934|-81.59|30.291|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401047861934/|0.0
GLOBAL_1401073145607|-81.223|34.867|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401073145607/|0.0
GLOBAL_1401122279254|46.714|33.706|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|prec|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401122279254/|0.0
GLOBAL_1401123267140|10.91|44.63|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401123267140/|0.0
CIV_1401126782879|-5.001|7.669|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[civ,civ]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/CIV_1401126782879/|0.0
TGO_1401138288788|0.579|10.287|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[tgo,tgo]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/TGO_1401138288788/|0.0
TGO_1401138288788|0.579|10.287|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[tgo,tgo]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/TGO_1401138288788/|0.0
GLOBAL_1401148774070|-76.639|3.778|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1401148774070/|0.0
GLOBAL_1401149647814|-119.982693|38.924926|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[usa,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1401149647814/|0.0
GLOBAL_1401180130402|-118.801|55.173|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401180130402/|0.0
GLOBAL_1401180585492|-118.801|55.173|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401180585492/|0.6
GLOBAL_1401180803380|-118.797|55.17|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401180803380/|0.0
GLOBAL_1401181103409|-118.797|55.17|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401181103409/|0.1
GLOBAL_1401181552739|129.781|62.022|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401181552739/|0.1
RUS_1401179950615|-118.814|55.169|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[can,rus]|[30s,30s]|[baseline,baseline]|/var/www/analogues/outputs/RUS_1401179950615/|0.0
GLOBAL_1401182157656|-118.817|55.166|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401182157656/|0.1
GLOBAL_1401182320148|-118.817|55.166|ccafs|[current,current]|[tmean,prec]|[0.6,0.4]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401182320148/|0.1
GLOBAL_1401182723352|-118.817|55.166|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401182723352/|0.1
GLOBAL_1401182908043|-118.817|55.166|ccafs|[current,current]|[tmean,prec]|[0.7,0.3]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401182908043/|0.2
GLOBAL_1401183050676|-118.817|55.166|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401183050676/|0.2
GLOBAL_1401183170793|-118.817|55.166|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401183170793/|0.1
GLOBAL_1401183285081|-118.817|55.166|ccafs|[current,current]|[tmean,prec]|[0.9,0.1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401183285081/|0.1
GLOBAL_1401183494017|-118.817|55.166|ccafs|[current,current]|[tmean,prec]|[0.9,0.1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401183494017/|0.1
GLOBAL_1401183720510|-118.817|55.166|ccafs|[current,ensemble]|[tmean,prec]|[0.9,0.1]|[12,12]|forward|1:12|none|[1960_1990,2020_2049]|[global,global]|[10min,10min]|[baseline,a1b]|/var/www/analogues/outputs/GLOBAL_1401183720510/|0.1
GLOBAL_1401183942341|-118.817|55.166|ccafs|[current,current]|[tmean,prec]|[0.9,0.1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401183942341/|0.2
GLOBAL_1401184085854|-118.817|55.166|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401184085854/|0.2
GLOBAL_1401184231437|-113.478|53.553|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401184231437/|0.2
GLOBAL_1401184384705|-113.785|52.241|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401184384705/|0.2
GLOBAL_1401184544568|-114.027|51.055|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401184544568/|0.2
GLOBAL_1401184685775|-120.844|56.256|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401184685775/|0.2
GLOBAL_1401185021839|-117.629|56.914|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401185021839/|0.2
GLOBAL_1401185158528|-116.415|58.187|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401185158528/|0.2
GLOBAL_1401185436761|-117.126|58.518|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401185436761/|0.2
GLOBAL_1401185670733|-117.126|58.518|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401185670733/|0.2
GLOBAL_1401185826060|-97.088|49.907|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401185826060/|0.2
GLOBAL_1401186119791|-106.185|46.722|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401186119791/|0.2
GLOBAL_1401186306846|-81.317|48.478|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401186306846/|0.2
GLOBAL_1401186444238|-78.999|48.222|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401186444238/|0.2
GLOBAL_1401186586318|-120.327|50.672|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401186586318/|0.2
GLOBAL_1401186714233|-119.486|49.889|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401186714233/|0.2
GLOBAL_1401186963702|158.65|53.023|ccafs|[current,current]|[tmean,prec]|[0.8,0.2]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1401186963702/|0.2
